,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,BioProject,BioSample,ScientificName,GEO Sample,PMID,aerobicity,approx_OD,dilution_rate,growth_phase,reference_condition,time,passed_replicate_correlations
p1k_00040,nac_ntrc__bw_delnac_nh4__2,Nac/NtrC,nac_ntrc,bw_delnac_nh4,2,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,M9,37.0,7.0,glucose(2),NH4Cl(1),O2,,,Kanamycin,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R2_001.fastq,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:bw_delnac_nh4,True,True,,,,,,,,,,,,,
p1k_00041,misc__wt_no_te__1,Misc,misc,wt_no_te,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985291,SRR8164476,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:wt_no_te,True,True,,,,,,,,,,,,,
p1k_00042,misc__wt_no_te__2,Misc,misc,wt_no_te,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985292,SRR8164477,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:wt_no_te,True,True,,,,,,,,,,,,,
p1k_00043,misc__bw_delcbl__1,Misc,misc,bw_delcbl,1,Escherichia coli K-12 BW25113 del_cbl,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985293,SRR8164478,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:bw_delcbl,True,True,,,,,,,,,,,,,
p1k_00044,misc__bw_delcbl__2,Misc,misc,bw_delcbl,2,Escherichia coli K-12 BW25113 del_cbl,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985294,SRR8164479,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:bw_delcbl,True,True,,,,,,,,,,,,,
p1k_00045,misc__bw_delfabr__1,Misc,misc,bw_delfabr,1,Escherichia coli K-12 BW25113 del_fabR,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985295,SRR8164480,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:bw_delfabr,True,True,,,,,,,,,,,,,
p1k_00046,misc__bw_delfabr__2,Misc,misc,bw_delfabr,2,Escherichia coli K-12 BW25113 del_fabR,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985296,SRR8164481,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:bw_delfabr,True,True,,,,,,,,,,,,,
p1k_00047,misc__bw_delfadr__1,Misc,misc,bw_delfadr,1,Escherichia coli K-12 BW25113 del_fadR,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985297,SRR8164482,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-1_S3_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-1_S3_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:bw_delfadr,True,True,,,,,,,,,,,,,
p1k_00048,misc__bw_delfadr__2,Misc,misc,bw_delfadr,2,Escherichia coli K-12 BW25113 del_fadR,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985298,SRR8164483,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-2_S4_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-2_S4_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:bw_delfadr,True,True,,,,,,,,,,,,,
p1k_00049,misc__nitr_031__1,Misc,misc,nitr_031,1,Escherichia coli K-12 MG1655,MG1655,Chemostat,No,M9,37.0,7.0,glucose(4),NH4Cl(10mM),O2,sauer trace element mixture,,,,,chemostat w/ dilution rate 0.31 h^-1,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1038/s41467-019-13483-w,GSE72020,SRX1144222,SRR2157520,s3://precise-db/raw_data/misc/0-3_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/0-3_S1_L001_R2_001.fastq.gz,Jose Utrilla,Jose Utrilla,True,True,True,True,misc:nitr_031,True,False,,,,,,,,,,,,,
p1k_00050,omics__wt_glu__1,Omics,omics,wt_glu,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985299,SRR8164484,s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_glu,True,True,,,,,,,,,,,,,
p1k_00051,omics__wt_glu__2,Omics,omics,wt_glu,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985300,SRR8164485,s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_glu,True,True,,,,,,,,,,,,,
p1k_00052,omics__wt_gly__1,Omics,omics,wt_gly,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661397,SRR1525108,s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_gly,True,True,,,,,,,,,,,,,
p1k_00053,omics__wt_gly__2,Omics,omics,wt_gly,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661398,SRR1525109,s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_gly,True,True,,,,,,,,,,,,,
p1k_00054,omics__wt_thr__1,Omics,omics,wt_thr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661399,SRR1525110,s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_thr,True,True,,,,,,,,,,,,,
p1k_00055,omics__wt_thr__2,Omics,omics,wt_thr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661400,SRR1525111,s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_thr,True,True,,,,,,,,,,,,,
p1k_00056,omics__bw_ac__1,Omics,omics,bw_ac,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.2,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661387,SRR1525098,s3://precise-db/raw_data/omics/bw25113-ac-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-ac-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_ac,True,True,,,,,,,,,,,,,
p1k_00057,omics__bw_ac__2,Omics,omics,bw_ac,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.2,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661388,SRR1525099,s3://precise-db/raw_data/omics/bw25113-ac-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-ac-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_ac,True,True,,,,,,,,,,,,,
p1k_00058,omics__bw_fum__1,Omics,omics,bw_fum,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.31,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661389,SRR1525100,s3://precise-db/raw_data/omics/bw25113-fum1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-fum1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_fum,True,True,,,,,,,,,,,,,
p1k_00059,omics__bw_fum__2,Omics,omics,bw_fum,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.31,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661390,SRR1525101,s3://precise-db/raw_data/omics/bw25113-fum2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-fum2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_fum,True,True,,,,,,,,,,,,,
p1k_00060,omics__bw_glc__1,Omics,omics,bw_glc,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.61,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661391,SRR1525102,s3://precise-db/raw_data/omics/bw25113-glc1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-glc1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_glc,True,True,,,,,,,,,,,,,
p1k_00061,omics__bw_glc__2,Omics,omics,bw_glc,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.61,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661392,SRR1525103,s3://precise-db/raw_data/omics/bw25113-glc2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-glc2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_glc,True,True,,,,,,,,,,,,,
p1k_00062,omics__bw_pyr__1,Omics,omics,bw_pyr,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.37,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661393,SRR1525104,s3://precise-db/raw_data/omics/bw25113-pyr-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-pyr-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_pyr,True,True,,,,,,,,,,,,,
p1k_00063,omics__bw_pyr__2,Omics,omics,bw_pyr,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37.0,7.0,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.37,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,SRX661394,SRR1525105,s3://precise-db/raw_data/omics/bw25113-pyr-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-pyr-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:bw_pyr,True,True,,,,,,,,,,,,,
p1k_00064,ompr__wt_nacl__1,OmpR,ompr,wt_nacl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),,0.0,,,p1k_00064;p1k_00065,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,SRX2254712,SRR4435464,s3://precise-db/raw_data/ompr/WTNaCl2_S2_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/WTNaCl2_S2_L001_R2_001.fastq,Sangwoo Seo,Sangwoo Seo,True,True,True,True,ompr:wt_nacl,True,True,,,,,,,,,,,,,
p1k_00065,ompr__wt_nacl__2,OmpR,ompr,wt_nacl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),,0.0,,,p1k_00064;p1k_00065,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,SRX2254713,SRR4435465,s3://precise-db/raw_data/ompr/WTNaCl1_S1_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/WTNaCl1_S1_L001_R2_001.fastq,Sangwoo Seo,Sangwoo Seo,True,True,True,True,ompr:wt_nacl,True,True,,,,,,,,,,,,,
p1k_00066,ompr__bw_delompr_nacl__1,OmpR,ompr,bw_delompr_nacl,1,Escherichia coli K-12 BW25113 del_ompR,BW25113,Batch,No,M9,37.0,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),Kanamycin,0.0,,,p1k_00064;p1k_00065,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,SRX2254714,SRR4435466,s3://precise-db/raw_data/ompr/dompRNaCl1_S3_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/dompRNaCl1_S3_L001_R2_001.fastq,Sangwoo Seo,Sangwoo Seo,True,True,True,True,ompr:bw_delompr_nacl,True,True,,,,,,,,,,,,,
p1k_00067,ompr__bw_delompr_nacl__2,OmpR,ompr,bw_delompr_nacl,2,Escherichia coli K-12 BW25113 del_ompR,BW25113,Batch,No,M9,37.0,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),Kanamycin,0.0,,,p1k_00064;p1k_00065,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,SRX2254715,SRR4435467,s3://precise-db/raw_data/ompr/dompRNaCl2_S4_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/dompRNaCl2_S4_L001_R2_001.fastq,Sangwoo Seo,Sangwoo Seo,True,True,True,True,ompr:bw_delompr_nacl,True,True,,,,,,,,,,,,,
p1k_00068,minspan__wt_ade__1,MinSpan,minspan,wt_ade,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315215,SRR922263,s3://precise-db/raw_data/minspan/SRR922263_1.fastq,s3://precise-db/raw_data/minspan/SRR922263_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_ade,True,False,,,,,,,,,,,,,
p1k_00070,minspan__wt_glc__2,MinSpan,minspan,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,4.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315213,SRR922261,s3://precise-db/raw_data/minspan/SRR922261_1.fastq,s3://precise-db/raw_data/minspan/SRR922261_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_glc,True,True,,,,,,,,,,,,,
p1k_00071,minspan__wt_glc__3,MinSpan,minspan,wt_glc,3,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,4.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315214,SRR922262,s3://precise-db/raw_data/minspan/SRR922262_1.fastq,s3://precise-db/raw_data/minspan/SRR922262_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_glc,True,True,,,,,,,,,,,,,
p1k_00072,minspan__wt_glc__4,MinSpan,minspan,wt_glc,4,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,Bridging Study between MiSeq & GAIIX,p1k_00070;p1k_00071;p1k_00072,MiSeq,PAIRED,ILLUMINA,4.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985301,SRR8164486,s3://precise-db/raw_data/minspan/wt_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/minspan/wt_S1_L001_R2_001.fastq.gz,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_glc,True,True,,,,,,,,,,,,,
p1k_00073,minspan__wt_glc_anaero__1,MinSpan,minspan,wt_glc_anaero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,2.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315218,SRR922266,s3://precise-db/raw_data/minspan/SRR922266_1.fastq,s3://precise-db/raw_data/minspan/SRR922266_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_glc_anaero,True,True,,,,,,,,,,,,,
p1k_00074,minspan__wt_glc_anaero__2,MinSpan,minspan,wt_glc_anaero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,2.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315219,SRR922267,s3://precise-db/raw_data/minspan/SRR922267_1.fastq,s3://precise-db/raw_data/minspan/SRR922267_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_glc_anaero,True,True,,,,,,,,,,,,,
p1k_00075,minspan__wt_trp__1,MinSpan,minspan,wt_trp,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315216,SRR922264,s3://precise-db/raw_data/minspan/SRR922264_1.fastq,s3://precise-db/raw_data/minspan/SRR922264_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:wt_trp,True,False,,,,,,,,,,,,,
p1k_00077,minspan__bw_delcra_glc__2,MinSpan,minspan,bw_delcra_glc,2,Escherichia coli BW25113 del_cra,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,Bridging Study between MiSeq & GAIIX,p1k_00070;p1k_00071;p1k_00072,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985302,SRR8164487,s3://precise-db/raw_data/minspan/cra_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/minspan/cra_S2_L001_R2_001.fastq.gz,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:bw_delcra_glc,True,False,,,,,,,,,,,,,
p1k_00078,minspan__bw_delcra_trp__1,MinSpan,minspan,bw_delcra_trp,1,Escherichia coli BW25113 del_cra,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),Kanamycin,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315223,SRR922271,s3://precise-db/raw_data/minspan/SRR922271_1.fastq,s3://precise-db/raw_data/minspan/SRR922271_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:bw_delcra_trp,True,False,,,,,,,,,,,,,
p1k_00079,minspan__bw_delmntr__1,MinSpan,minspan,bw_delmntr,1,Escherichia coli BW25113 del_mntR,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315224,SRR922272,s3://precise-db/raw_data/minspan/SRR922272_1.fastq,s3://precise-db/raw_data/minspan/SRR922272_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:bw_delmntr,True,False,,,,,,,,,,,,,
p1k_00080,minspan__bw_delnac_ade__1,MinSpan,minspan,bw_delnac_ade,1,Escherichia coli BW25113 del_nac,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),Kanamycin,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315221,SRR922269,s3://precise-db/raw_data/minspan/SRR922269_1.fastq,s3://precise-db/raw_data/minspan/SRR922269_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:bw_delnac_ade,True,False,,,,,,,,,,,,,
p1k_00081,minspan__bw_delnac_glc__1,MinSpan,minspan,bw_delnac_glc,1,Escherichia coli BW25113 del_nac,BW25113,Batch,No,M9,37.0,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,p1k_00070;p1k_00071;p1k_00072,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,SRX315220,SRR922268,s3://precise-db/raw_data/minspan/SRR922268_1.fastq,s3://precise-db/raw_data/minspan/SRR922268_2.fastq,Aarash Bordbar,Haythem Latif,True,True,True,True,minspan:bw_delnac_glc,True,False,,,,,,,,,,,,,
